Date,1d,1w,2w,3w,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,15m,18m,21m,2y,3y,4y,5y,6y,7y,8y,9y,10y,12y,15y,20y,30y
16/12/2013,2.49499,2.49543,2.49601,2.49661,2.49746,2.49246,2.4809,2.46983,2.46103,2.45356,2.4466,2.44038,2.43553,2.43289,2.43571,2.44407,2.46559,2.51751,2.58929,2.6411,2.92752,3.20396,3.46644,3.69904,3.90541,4.0762,4.20936,4.31515,4.49776,4.63625,4.71577,4.76875
17/12/2013,2.49462,2.49519,2.49569,2.49621,2.49725,2.49255,2.48272,2.46907,2.45989,2.45073,2.44308,2.43731,2.43363,2.43196,2.43379,2.44048,2.46034,2.51,2.58009,2.65638,2.95055,3.22818,3.49351,3.73391,3.93022,4.10118,4.23433,4.33503,4.51776,4.6563,4.73589,4.78893
18/12/2013,2.49421,2.49468,2.49504,2.49571,2.49675,2.49372,2.48543,2.47462,2.46679,2.45767,2.44995,2.44461,2.43993,2.43807,2.44091,2.4482,2.46752,2.51682,2.58674,2.65307,2.94289,3.21807,3.48589,3.72628,3.93032,4.09868,4.23688,4.34272,4.52797,4.66909,4.74354,4.7966
19/12/2013,2.4937,2.49406,2.49468,2.49529,2.49615,2.49389,2.48762,2.47938,2.47324,2.46671,2.46139,2.45743,2.45358,2.45243,2.45574,2.46449,2.48614,2.54056,2.61136,2.69395,2.98377,3.25377,3.51906,3.76196,3.96597,4.13434,4.26753,4.37594,4.56379,4.70743,4.77675,4.8298
20/12/2013,2.49302,2.49338,2.49396,2.4946,2.49549,2.49215,2.48601,2.47898,2.47353,2.46945,2.46738,2.46615,2.46522,2.46648,2.47223,2.48186,2.50647,2.55958,2.6292,2.70739,2.98624,3.26133,3.52636,3.76561,3.97091,4.14064,4.27624,4.38598,4.57374,4.72005,4.78679,4.83983
23/12/2013,2.49306,2.49342,2.49399,2.49463,2.49553,2.49202,2.48625,2.48063,2.47613,2.4722,2.46868,2.46673,2.46749,2.46974,2.47536,2.4854,2.51208,2.56501,2.63537,2.718,3.00703,3.28185,3.54678,3.78094,3.97596,4.138,4.26871,4.37582,4.56099,4.70726,4.77661,4.82963
24/12/2013,2.499,2.49942,2.49988,2.50018,2.50093,2.49585,2.48656,2.4747,2.4669,2.46212,2.45963,2.45897,2.4603,2.46241,2.4683,2.47954,2.50669,2.56351,2.63329,2.71826,3.00169,3.27664,3.54194,3.77087,3.96339,4.12277,4.25064,4.35511,4.5406,4.68721,4.7566,4.80961
27/12/2013,2.499,2.49942,2.49966,2.50006,2.50077,2.49504,2.48457,2.48204,2.48186,2.47888,2.47881,2.47852,2.48186,2.487,2.49482,2.50833,2.54129,2.6023,2.67708,2.7647,3.06054,3.33496,3.60033,3.82431,4.01173,4.16606,4.28632,4.39076,4.56596,4.71777,4.78206,4.83505
30/12/2013,2.5,2.50042,2.50101,2.50161,2.50248,2.49667,2.49215,2.48857,2.48674,2.48631,2.48757,2.48935,2.49204,2.49828,2.50665,2.52111,2.55512,2.61554,2.68786,2.77883,3.0759,3.34939,3.6073,3.83663,4.0268,4.17625,4.29676,4.39882,4.57673,4.72664,4.78992,4.83527
31/12/2013,2.5,2.50001,2.49925,2.49944,2.50012,2.49356,2.48613,2.47973,2.47566,2.47355,2.47316,2.47406,2.476,2.48107,2.48891,2.50205,2.53375,2.59166,2.66319,2.75012,3.0248,3.29342,3.54884,3.78313,3.97826,4.13256,4.25292,4.35999,4.54035,4.69037,4.75118,4.79662
